Route Name;Ascent Label;Ascent Type;Route Grade;Ascent Grade;Route Gear Style;Ascent Gear Style;Route Height;Ascent Height;# Ascents;Route Stars;Route ID;Route Link;Country;Country Link;Crag Name;Crag Link;Crag Path;Quality;Ascent Date;Log Date;Shot
Lubna;;Pink point;7b;;Sport;Sport;25m;;1;***;16099741;http://www.thecrag.com/route/16099741;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Rocca Carpanea - Grotta dell'Edera;Very Good;22.03.2023 01:00;10.04.2023 13:25;
Remember me as a friend;;Onsight;6b;;Sport;Sport;20m;;1;**;16099849;http://www.thecrag.com/route/16099849;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Rocca Carpanea - Grotta dell'Edera;Very Good;22.03.2023 01:00;10.04.2023 13:24;
Bombolo;;Onsight;6b;;Sport;Sport;15m;;1;**;16100035;http://www.thecrag.com/route/16100035;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Rocca Carpanea - Grotta dell'Edera;Mega Classic;22.03.2023 01:00;10.04.2023 13:24;
Via del portale;;Onsight;6c;;Sport;Sport;28m;;1;*;16138507;http://www.thecrag.com/route/16138507;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Valle Sciusa - Rocca di Corno - Settore Sud;Good;20.03.2023 01:00;10.04.2023 13:22;
Rombo di vento;;Onsight;6c;;Sport;Sport;35m;;1;***;16139611;http://www.thecrag.com/route/16139611;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Valle Sciusa - Rocca di Corno - Settore Ovest;Mega Classic;20.03.2023 01:00;10.04.2023 13:19;
... Mug;;Onsight;6b;;Sport;Sport;30m;;1;***;1583218947;http://www.thecrag.com/route/1583218947;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Valle Sciusa - Rocca di Corno - Settore Ovest;Mega Classic;20.03.2023 01:00;10.04.2023 13:19;
L'Avvocato;;Onsight;7a;;Sport;Sport;18m;;1;***;16094599;http://www.thecrag.com/route/16094599;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso;Very Good;19.03.2023 01:00;10.04.2023 13:16;
Alicante;;Flash;6b;;Sport;Sport;17m;;1;***;16094167;http://www.thecrag.com/route/16094167;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso;Classic;19.03.2023 01:00;10.04.2023 13:15;
Pat Pong;;Flash;6a;;Sport;Sport;25m;;1;***;16093687;http://www.thecrag.com/route/16093687;Italy;http://www.thecrag.com/area/11747371;Finale Ligure;http://www.thecrag.com/area/11881249;Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso;Good;19.03.2023 01:00;10.04.2023 13:14;
le tresor du zebre;le tresor du zebre;Onsight;7a;7a;Sport;Sport;25m;;1;***;15769999;http://www.thecrag.com/route/15769999;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - L'entre deux - Trésor du zèbre;Mega Classic;23.09.2022 02:00;07.10.2022 20:43;
youpi l'ecole est finie L1;youpi l'ecole est finie L1;Onsight;6a;6a;Sport;Sport;20m;;1;*;15770389;http://www.thecrag.com/route/15770389;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - L'entre deux - Trésor du zèbre;Good;23.09.2022 02:00;07.10.2022 20:43;
jeux de plage;jeux de plage;Onsight;6a;6a;Sport;Sport;35m;;1;**;15770533;http://www.thecrag.com/route/15770533;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - L'entre deux - Trésor du zèbre;Mega Classic;23.09.2022 02:00;07.10.2022 20:43;
zorg est mechant;zorg est mechant;Onsight;7a;7a;Sport;Sport;20m;;1;**;15770629;http://www.thecrag.com/route/15770629;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - L'entre deux - Trésor du zèbre;Very Good;23.09.2022 02:00;07.10.2022 20:43;
Court metrage;Court metrage;Red point;6a+;6a+;Sport;Sport;;;1;;387299121;http://www.thecrag.com/route/387299121;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Average;22.09.2022 02:00;07.10.2022 20:38;
Le plaisir qui demonte;Le plaisir qui demonte;Pink point;7c;7c;Sport;Sport;;;1;***;387299430;http://www.thecrag.com/route/387299430;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Mega Classic;22.09.2022 02:00;07.10.2022 20:38;
anton et le za;anton et le za;Onsight;6b;6b;Sport;Sport;18m;;1;*;17998873;http://www.thecrag.com/route/17998873;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Le Navire;Average;22.09.2022 02:00;07.10.2022 20:31;
grandeur nature;grandeur nature;Onsight;7b;7b;Sport;Sport;30m;;1;***;17998921;http://www.thecrag.com/route/17998921;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Le Navire;Mega Classic;20.09.2022 02:00;07.10.2022 20:31;
el diablo perverso;el diablo perverso;Onsight;7b;7b;Sport;Sport;25m;;1;***;17999125;http://www.thecrag.com/route/17999125;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Le Navire;Classic;20.09.2022 02:00;07.10.2022 20:31;
lequipeur desagrege;lequipeur desagrege;Onsight;7a+;7a+;Sport;Sport;25m;;1;**;17999275;http://www.thecrag.com/route/17999275;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Le Navire;Classic;20.09.2022 02:00;07.10.2022 20:31;
les soeurs petard;les soeurs petard;Onsight;6a;6a;Sport;Sport;25m;;1;**;17999437;http://www.thecrag.com/route/17999437;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Le Navire;Very Good;20.09.2022 02:00;07.10.2022 20:31;
les equipeurs du dimanche;les equipeurs du dimanche;Onsight;6a+;6a+;Sport;Sport;23m;;1;*;17998585;http://www.thecrag.com/route/17998585;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Le Navire;Very Good;20.09.2022 02:00;07.10.2022 20:31;
flexion;flexion;Onsight;7a;7a;Sport;Sport;20m;;1;***;15771307;http://www.thecrag.com/route/15771307;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes hautes - L'Oasif;Very Good;19.09.2022 02:00;07.10.2022 20:22;
Filosofia Reggae;Filosofia Reggae;Onsight;6c;6c;Sport;Sport;25m;;1;*;2698600194;http://www.thecrag.com/route/2698600194;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes hautes - L'Oasif;Good;19.09.2022 02:00;07.10.2022 20:22;
Les Culottes de ma Grande Mere L1;Les culottes de ma grande-mere;Onsight;6a+;6a+;Sport;Sport;40m;;1;**;350120013;http://www.thecrag.com/route/350120013;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Mega Classic;17.09.2022 02:00;07.10.2022 20:19;
La cure de rigologie L2;La cure de rigologie L2;Onsight;7a;7a;Sport;Sport;40m;;1;**;387230562;http://www.thecrag.com/route/387230562;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Good;17.09.2022 02:00;07.10.2022 20:19;
La femme gri gri;La femme gri gri;Onsight;7b;7b;Sport;Sport;35m;;1;***;387238782;http://www.thecrag.com/route/387238782;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Classic;17.09.2022 02:00;07.10.2022 20:19;
Farniente;farniente;Onsight;7a;7a;Sport;Sport;25m;;1;***;15772039;http://www.thecrag.com/route/15772039;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Mega Classic;17.09.2022 02:00;07.10.2022 20:19;
Nom de mosuejouls!;Nom de mosuejouls!;Pink point;7b+;7b+;Sport;Sport;35m;;1;**;387300270;http://www.thecrag.com/route/387300270;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Good;16.09.2022 02:00;07.10.2022 20:13;
Les Ailes du Desir L1;Les Ailes du Desir L1;Pink point;7b+;7b+;Sport;Sport;30m;;1;***;14001283;http://www.thecrag.com/route/14001283;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Mega Classic;16.09.2022 02:00;07.10.2022 20:13;
Le tour de Londres;Le tour de Londres;Onsight;6a;6a;Sport;Sport;20m;;1;;6664381539;http://www.thecrag.com/route/6664381539;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Amphithéâtre;Average;16.09.2022 02:00;07.10.2022 20:08;
Jeu de jambes;Jeu de jambes;Onsight;6a;6a;Sport;Sport;20m;;1;;6664381650;http://www.thecrag.com/route/6664381650;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Amphithéâtre;Average;16.09.2022 02:00;07.10.2022 20:08;
Fuck the curve L2;Fuck the curve L2;Onsight;7a;7a;Sport;Sport;42m;;1;*;387230067;http://www.thecrag.com/route/387230067;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Average;15.09.2022 02:00;07.10.2022 20:02;
En piste les ninis L1;En piste les ninis;Onsight;6a;6a;Sport;Sport;37m;;1;**;387247131;http://www.thecrag.com/route/387247131;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Mega Classic;15.09.2022 02:00;07.10.2022 20:02;
Les couilles aux cul L2;Les couilles aux cul L2;Pink point;7b;7b;Sport;Sport;52m;;1;***;387272826;http://www.thecrag.com/route/387272826;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - Figues au cul;Mega Classic;13.09.2022 02:00;07.10.2022 19:56;
saveur de pices;saveur de pices;Onsight;6a+;6a+;Sport;Sport;20m;;1;**;15771745;http://www.thecrag.com/route/15771745;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - Figues au cul;Good;13.09.2022 02:00;07.10.2022 19:56;
helmet or not helmet?;helmet or not helmet?;Onsight;6a;6a;Sport;Sport;20m;;1;**;15771697;http://www.thecrag.com/route/15771697;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - Figues au cul;Very Good;13.09.2022 02:00;07.10.2022 19:56;
Dégât des os;Dégât des os;Onsight;6a+;6a+;Sport;Sport;20m;;1;**;6664337658;http://www.thecrag.com/route/6664337658;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes basses - De que fas aqui?;Very Good;13.09.2022 02:00;07.10.2022 19:50;
t'as pas un nom?;t'as pas un nom?;Onsight;7a+;7a+;Sport;Sport;20m;;1;**;454833312;http://www.thecrag.com/route/454833312;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - calmez vous;Very Good;12.09.2022 02:00;07.10.2022 19:39;
prise de carre;prise de carre;Onsight;7b;7b;Sport;Sport;20m;;1;**;454838901;http://www.thecrag.com/route/454838901;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - calmez vous;Very Good;12.09.2022 02:00;07.10.2022 19:39;
porc et camion;porc et camion;Onsight;6b+;6b+;Sport;Sport;15m;;1;**;454831122;http://www.thecrag.com/route/454831122;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - calmez vous;Very Good;12.09.2022 02:00;07.10.2022 19:39;
Corps des Canines;Corps des Canines;Onsight;7a;7a;Sport;Sport;20m;;1;**;508086747;http://www.thecrag.com/route/508086747;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - calmez vous;Good;12.09.2022 02:00;07.10.2022 19:39;
Le perfo qui dérape;Le perfo qui dérape;Onsight;6a;6a;Sport;Sport;15m;;1;**;15857083;http://www.thecrag.com/route/15857083;France;http://www.thecrag.com/area/11747155;Gorges de la Jonte;http://www.thecrag.com/area/12490855;Gorges de la Jonte - Le Révérend - Les patates;Very Good;10.09.2022 02:00;07.10.2022 19:33;
Rouquintete;Rouquintete;Onsight;6b+;6b+;Sport;Sport;15m;;1;;15857131;http://www.thecrag.com/route/15857131;France;http://www.thecrag.com/area/11747155;Gorges de la Jonte;http://www.thecrag.com/area/12490855;Gorges de la Jonte - Le Révérend - Les patates;Average;10.09.2022 02:00;07.10.2022 19:33;
Les mains dans les trous bien entendu L1;Les mains dans les trous bien entendu L1;Onsight;6a;6a;Sport;Sport;15m;;1;;387298812;http://www.thecrag.com/route/387298812;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Very Good;09.09.2022 02:00;07.10.2022 19:30;
Une colonne derriere les verrous L1;Une colonne derriere les verrous L1;Pink point;7b;7b;Sport;Sport;;;1;***;387299535;http://www.thecrag.com/route/387299535;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Mega Classic;09.09.2022 02:00;07.10.2022 19:30;
bouton;bouton;Onsight;7a+;7a+;Sport;Sport;10m;;1;*;15772765;http://www.thecrag.com/route/15772765;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Very Good;07.09.2022 02:00;07.10.2022 19:24;
Pyromania;Pyromania P1;Onsight;7c+;6b;Sport;Sport;50m;;1;***;387299961;http://www.thecrag.com/route/387299961;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Tennessee;Very Good;07.09.2022 02:00;07.10.2022 19:24;
Frit Confit;Frit Confit;Onsight;7a;7a;Sport;Sport;30m;;1;***;508082370;http://www.thecrag.com/route/508082370;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Cirque des baumes - Amphithéâtre;Classic;07.09.2022 02:00;07.10.2022 19:20;
La grosse papille;La grosse papille;Onsight;6a;6a;Sport;Sport;22m;;1;*;577800246;http://www.thecrag.com/route/577800246;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes chaudes - Foetus;Very Good;06.09.2022 02:00;07.10.2022 19:18;
"Orage ""o"" des Espoirs";"Orage ""o"" des Espoirs";Flash;5c+;5c+;Sport;Sport;;;1;*;508079484;http://www.thecrag.com/route/508079484;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Baumes chaudes - Foetus;Very Good;06.09.2022 02:00;07.10.2022 19:18;
Pas Pire;Pas Pire;Onsight;6c;6c;Sport;Sport;30m;;1;**;508076124;http://www.thecrag.com/route/508076124;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Pas de Soucy - Noir désir;Very Good;05.09.2022 02:00;07.10.2022 19:13;
Premier Pas Sans Souci;Premier Pas Sans Souci;Onsight;6b;6b;Sport;Sport;22m;;1;**;508076313;http://www.thecrag.com/route/508076313;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Pas de Soucy - Noir désir;Good;05.09.2022 02:00;07.10.2022 19:13;
Arrete ton charbon;Arrete ton charbon;Onsight;6a+;6a+;Sport;Sport;20m;;1;**;454837869;http://www.thecrag.com/route/454837869;France;http://www.thecrag.com/area/11747155;Gorges du Tarn;http://www.thecrag.com/area/12489799;Gorges du Tarn - Pas de Soucy - Noir désir;Good;05.09.2022 02:00;07.10.2022 19:13;
Akwizytor mocy;Akwizytor mocy;Pink point;VI.2;VI.2;Sport;Sport;11m;;1;;3129883758;http://www.thecrag.com/route/3129883758;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Łutowiec - Słoń;Average;21.08.2022 02:00;21.08.2022 22:16;
Psie oczodoly;Psie oczodoly;Onsight;VI+;VI+;Sport;Sport;15m;;1;*;3129887610;http://www.thecrag.com/route/3129887610;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Łutowiec - Ule;Average;21.08.2022 02:00;21.08.2022 22:15;
Kazaczok;Kazaczok;Pink point;VI.4+;VI.4+;Sport;Sport;18m;;1;**;3132383523;http://www.thecrag.com/route/3132383523;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Podlesice - Biblioteka - Dawid;Very Good;07.08.2022 02:00;07.08.2022 20:51;
Sędzia zgred;Sędzia zgred;Pink point;VI.4+;VI.4+;Sport;Sport;15m;;1;**;3132392919;http://www.thecrag.com/route/3132392919;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Podlesice - Biblioteka - Koń;Very Good;27.07.2022 02:00;27.07.2022 22:16;
Fakiówki na systemy;Fakiówki na systemy;Onsight;VI+;VI+;Sport;Sport;11m;;1;;3129727662;http://www.thecrag.com/route/3129727662;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Suliszowice - Dziurawa Skała;Average;19.07.2022 02:00;19.07.2022 23:19;
Babobok;Babobok;Flash;VI.1+;VI.1+;Sport;Sport;8m;;1;;3129725517;http://www.thecrag.com/route/3129725517;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Suliszowice - Dziurawa Skała;Average;19.07.2022 02:00;19.07.2022 23:19;
Nocnik na głowie;Nocnik na głowie;Onsight;VI.1+;VI.1+;Sport;Sport;;;1;*;6333317964;http://www.thecrag.com/route/6333317964;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Suliszowice - Dziurawa Skała;Good;19.07.2022 02:00;19.07.2022 23:19;
Wiader;Wiader;Onsight;VI+;VI+;Sport;Sport;11m;;1;*;3129727335;http://www.thecrag.com/route/3129727335;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Suliszowice - Dziurawa Skała;Good;19.07.2022 02:00;19.07.2022 23:19;
Rysa donikąd;Rysa donikąd;Onsight;VI.3;VI.3;Sport;Sport;;;1;***;6324847023;http://www.thecrag.com/route/6324847023;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Podlesice - Biblioteka - Koń;Mega Classic;17.07.2022 02:00;17.07.2022 21:34;
Kameleon;Kameleon;Pink point;VI.3;VI.3;Sport;Sport;;;1;***;1856868033;http://www.thecrag.com/route/1856868033;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Podlesice - Biblioteka - Koń;Mega Classic;17.07.2022 02:00;17.07.2022 21:34;
Hu-hu;Hu-hu;Onsight;VI.1;VI;Sport;Sport;13m;;1;;3132396390;http://www.thecrag.com/route/3132396390;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Podlesice - Biblioteka - Sowa;Average;16.07.2022 02:00;16.07.2022 21:03;
Thin Lizzy;Thin Lizzy;Pink point;VI.3;VI.3;Sport;Sport;16m;;1;**;3135196317;http://www.thecrag.com/route/3135196317;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Rzędkowice - Turnia Lechfora;Very Good;15.07.2022 02:00;16.07.2022 20:59;
Dialog;Dialog;Onsight;VI.1;VI.1;Sport;Sport;18m;;1;***;3132314007;http://www.thecrag.com/route/3132314007;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Mirów nad Wartą;Mega Classic;09.07.2022 02:00;09.07.2022 23:18;
Obłęd;Obłęd;Onsight;VI.1+;VI.1+;Sport;Sport;18m;;1;**;3132314631;http://www.thecrag.com/route/3132314631;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Mirów nad Wartą;Very Good;09.07.2022 02:00;09.07.2022 23:18;
Ostrzeżenie dla szambonura;Ostrzeżenie dla szambonura;Onsight;VI.2;VI.2;Sport;Sport;18m;;1;*;3132315246;http://www.thecrag.com/route/3132315246;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Mirów nad Wartą;Good;09.07.2022 02:00;09.07.2022 23:18;
Płyta prezesa;Płyta prezesa;Flash;VI.2+;VI.2+;Sport;Sport;16m;;1;**;3132316464;http://www.thecrag.com/route/3132316464;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Mirów nad Wartą;Very Good;09.07.2022 02:00;09.07.2022 23:18;
Drabina miłości;Drabina miłości;Onsight;VI.2+;VI.2+;Sport;Sport;15m;;1;***;3132318654;http://www.thecrag.com/route/3132318654;Poland;http://www.thecrag.com/area/11747659;Jura;http://www.thecrag.com/area/1443033972;Jura - Jura Północna - Mirów nad Wartą;Mega Classic;09.07.2022 02:00;09.07.2022 23:18;
